01/07/2024,300
01/07/2024,484
01/07/2024,499
01/07/2024,122
01/07/2024,201
01/07/2024,553
01/07/2024,146
01/07/2024,313
01/07/2024,312
01/07/2024,503
02/07/2024,370
02/07/2024,472
02/07/2024,470
02/07/2024,347
02/07/2024,516
02/07/2024,134
02/07/2024,500
02/07/2024,156
02/07/2024,543
02/07/2024,379
03/07/2024,220
03/07/2024,304
03/07/2024,499
03/07/2024,532
03/07/2024,341
03/07/2024,290
03/07/2024,425
03/07/2024,276
03/07/2024,336
03/07/2024,212
04/07/2024,425
04/07/2024,166
04/07/2024,588
04/07/2024,141
04/07/2024,483
04/07/2024,531
04/07/2024,284
04/07/2024,247
04/07/2024,390
04/07/2024,512
05/07/2024,497
05/07/2024,277
05/07/2024,593
05/07/2024,412
05/07/2024,183
05/07/2024,116
05/07/2024,536
05/07/2024,444
05/07/2024,458
05/07/2024,420
06/07/2024,272
06/07/2024,559
06/07/2024,153
06/07/2024,274
06/07/2024,455
06/07/2024,249
06/07/2024,273
06/07/2024,558
06/07/2024,590
06/07/2024,500
07/07/2024,329
07/07/2024,461
07/07/2024,125
07/07/2024,360
07/07/2024,107
07/07/2024,587
07/07/2024,220
07/07/2024,228
07/07/2024,235
07/07/2024,477
08/07/2024,574
08/07/2024,236
08/07/2024,428
08/07/2024,563
08/07/2024,185
08/07/2024,434
08/07/2024,285
08/07/2024,528
08/07/2024,477
08/07/2024,353
09/07/2024,353
09/07/2024,237
09/07/2024,232
09/07/2024,422
09/07/2024,516
09/07/2024,488
09/07/2024,417
09/07/2024,155
09/07/2024,438
09/07/2024,238
10/07/2024,582
10/07/2024,412
10/07/2024,498
10/07/2024,400
10/07/2024,307
10/07/2024,282
10/07/2024,275
10/07/2024,399
10/07/2024,105
10/07/2024,490
11/07/2024,394
11/07/2024,528
11/07/2024,179
11/07/2024,494
11/07/2024,333
11/07/2024,115
11/07/2024,472
11/07/2024,378
11/07/2024,592
11/07/2024,140
12/07/2024,180
12/07/2024,136
12/07/2024,156
12/07/2024,113
12/07/2024,476
12/07/2024,513
12/07/2024,288
12/07/2024,541
12/07/2024,346
12/07/2024,279
13/07/2024,221
13/07/2024,219
13/07/2024,530
13/07/2024,456
13/07/2024,527
13/07/2024,309
13/07/2024,230
13/07/2024,521
13/07/2024,282
13/07/2024,461
14/07/2024,412
14/07/2024,282
14/07/2024,145
14/07/2024,358
14/07/2024,190
14/07/2024,162
14/07/2024,572
14/07/2024,435
14/07/2024,504
14/07/2024,556
15/07/2024,310
15/07/2024,425
15/07/2024,323
15/07/2024,500
15/07/2024,102
15/07/2024,154
15/07/2024,421
15/07/2024,592
15/07/2024,414
15/07/2024,303
16/07/2024,531
16/07/2024,110
16/07/2024,268
16/07/2024,423
16/07/2024,272
16/07/2024,587
16/07/2024,581
16/07/2024,244
16/07/2024,597
16/07/2024,199
17/07/2024,594
17/07/2024,571
17/07/2024,546
17/07/2024,122
17/07/2024,589
17/07/2024,264
17/07/2024,408
17/07/2024,196
17/07/2024,427
17/07/2024,151
18/07/2024,461
18/07/2024,413
18/07/2024,463
18/07/2024,401
18/07/2024,526
18/07/2024,485
18/07/2024,280
18/07/2024,528
18/07/2024,565
18/07/2024,367
19/07/2024,537
19/07/2024,599
19/07/2024,175
19/07/2024,406
19/07/2024,145
19/07/2024,101
19/07/2024,379
19/07/2024,303
19/07/2024,516
19/07/2024,274
20/07/2024,178
20/07/2024,548
20/07/2024,427
20/07/2024,438
20/07/2024,498
20/07/2024,479
20/07/2024,433
20/07/2024,177
20/07/2024,255
20/07/2024,298
21/07/2024,199
21/07/2024,301
21/07/2024,403
21/07/2024,352
21/07/2024,151
21/07/2024,412
21/07/2024,107
21/07/2024,485
21/07/2024,529
21/07/2024,404
22/07/2024,129
22/07/2024,102
22/07/2024,469
22/07/2024,359
22/07/2024,302
22/07/2024,574
22/07/2024,360
22/07/2024,104
22/07/2024,546
22/07/2024,295
23/07/2024,199
23/07/2024,270
23/07/2024,499
23/07/2024,391
23/07/2024,180
23/07/2024,542
23/07/2024,331
23/07/2024,585
23/07/2024,495
23/07/2024,315
24/07/2024,171
24/07/2024,235
24/07/2024,390
24/07/2024,516
24/07/2024,553
24/07/2024,357
24/07/2024,241
24/07/2024,136
24/07/2024,145
24/07/2024,464
25/07/2024,307
25/07/2024,223
25/07/2024,397
25/07/2024,119
25/07/2024,205
25/07/2024,304
25/07/2024,151
25/07/2024,134
25/07/2024,358
25/07/2024,247
26/07/2024,225
26/07/2024,298
26/07/2024,233
26/07/2024,465
26/07/2024,375
26/07/2024,378
26/07/2024,167
26/07/2024,151
26/07/2024,226
26/07/2024,517
27/07/2024,143
27/07/2024,411
27/07/2024,251
27/07/2024,531
27/07/2024,264
27/07/2024,457
27/07/2024,257
27/07/2024,329
27/07/2024,233
27/07/2024,506
28/07/2024,178
28/07/2024,591
28/07/2024,569
28/07/2024,235
28/07/2024,510
28/07/2024,215
28/07/2024,597
28/07/2024,378
28/07/2024,597
28/07/2024,422
29/07/2024,286
29/07/2024,142
29/07/2024,130
29/07/2024,534
29/07/2024,157
29/07/2024,128
29/07/2024,370
29/07/2024,440
29/07/2024,419
29/07/2024,434
30/07/2024,111
30/07/2024,315
30/07/2024,492
30/07/2024,298
30/07/2024,131
30/07/2024,344
30/07/2024,215
30/07/2024,380
30/07/2024,154
30/07/2024,424
31/07/2024,317
31/07/2024,237
31/07/2024,513
31/07/2024,168
31/07/2024,368
31/07/2024,325
31/07/2024,578
31/07/2024,455
31/07/2024,583
31/07/2024,372
01/08/2024,264
01/08/2024,495
01/08/2024,556
01/08/2024,173
01/08/2024,386
01/08/2024,201
01/08/2024,400
01/08/2024,306
01/08/2024,205
01/08/2024,359
02/08/2024,274
02/08/2024,554
02/08/2024,516
02/08/2024,117
02/08/2024,249
02/08/2024,280
02/08/2024,177
02/08/2024,532
02/08/2024,289
02/08/2024,101
03/08/2024,330
03/08/2024,365
03/08/2024,242
03/08/2024,560
03/08/2024,187
03/08/2024,534
03/08/2024,377
03/08/2024,426
03/08/2024,228
03/08/2024,396
04/08/2024,408
04/08/2024,505
04/08/2024,491
04/08/2024,235
04/08/2024,295
04/08/2024,135
04/08/2024,571
04/08/2024,544
04/08/2024,190
04/08/2024,378
05/08/2024,325
05/08/2024,565
05/08/2024,193
05/08/2024,395
05/08/2024,544
05/08/2024,586
05/08/2024,327
05/08/2024,520
05/08/2024,268
05/08/2024,159
06/08/2024,394
06/08/2024,590
06/08/2024,507
06/08/2024,253
06/08/2024,113
06/08/2024,315
06/08/2024,459
06/08/2024,265
06/08/2024,451
06/08/2024,524
07/08/2024,183
07/08/2024,221
07/08/2024,428
07/08/2024,403
07/08/2024,532
07/08/2024,547
07/08/2024,586
07/08/2024,465
07/08/2024,480
07/08/2024,478
08/08/2024,412
08/08/2024,129
08/08/2024,140
08/08/2024,165
08/08/2024,310
08/08/2024,498
08/08/2024,233
08/08/2024,268
08/08/2024,284
08/08/2024,297
09/08/2024,120
09/08/2024,258
09/08/2024,198
09/08/2024,328
09/08/2024,298
09/08/2024,418
09/08/2024,376
09/08/2024,147
09/08/2024,164
09/08/2024,532
10/08/2024,129
10/08/2024,202
10/08/2024,477
10/08/2024,361
10/08/2024,356
10/08/2024,446
10/08/2024,555
10/08/2024,358
10/08/2024,324
10/08/2024,584
11/08/2024,507
11/08/2024,406
11/08/2024,269
11/08/2024,558
11/08/2024,501
